scrapedid,webid,companyid,job_title,career_level,year_experience_min,currency,salary_min,salary_max
456589,1,24029.0,Marketing Executive,Entry Level,1.0,SGD,2800.0,3600.0
465528,1,118988.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
465559,1,46632.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4200.0
471745,1,130.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
473809,1,78336.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4000.0
474745,1,16784.0,Marketing Executive,Junior Executive,2.0,SGD,2500.0,4000.0
478192,1,14195.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
478376,1,74453.0,Marketing Executive,Junior Executive,2.0,SGD,2500.0,3000.0
478378,1,12715.0,Marketing Executive,Junior Executive,1.0,SGD,2500.0,3500.0
478379,1,38824.0,Marketing Executive,Junior Executive,1.0,SGD,2500.0,2900.0
480632,1,120410.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
480727,1,2050.0,Marketing Executive,Junior Executive,1.0,SGD,2500.0,3500.0
481257,1,75450.0,Marketing Executive,Junior Executive,3.0,SGD,2800.0,3500.0
482781,1,12801.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
483551,1,130.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
492294,1,14880.0,Marketing Executive,Junior Executive,2.0,SGD,2300.0,2500.0
499295,1,12836.0,Marketing Executive,Junior Executive,5.0,SGD,2800.0,3500.0
499698,1,103932.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,4000.0
499761,1,1982.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
501730,1,51318.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
501842,1,24710.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
506072,1,20123.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
507946,1,12645.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
509000,1,15233.0,Marketing Executive,Junior Executive,2.0,SGD,2400.0,3200.0
509007,1,12876.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4000.0
509041,1,124573.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
509451,1,124625.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4500.0
509496,1,48711.0,Marketing Executive,Junior Executive,1.0,SGD,2500.0,3200.0
512995,1,976.0,Marketing Executive,Senior Executive,3.0,SGD,3000.0,5000.0
513824,1,22067.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
519100,1,664.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
519126,1,15720.0,Marketing Executive,Junior Executive,2.0,SGD,2600.0,3200.0
521474,1,124558.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
521691,1,1289.0,Marketing Executive,Senior Executive,5.0,SGD,3000.0,4200.0
521800,1,117.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
525663,1,12416.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3200.0
537076,1,38840.0,Marketing Executive,Entry Level,1.0,SGD,3000.0,4000.0
541398,1,108009.0,Marketing Executive,Senior Executive,5.0,SGD,2800.0,3500.0
541429,1,12653.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
561206,1,1923.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
562301,1,139465.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,3300.0
564734,1,139670.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
568620,1,834.0,Marketing Executive,Junior Executive,1.0,SGD,2500.0,3800.0
568622,1,2023.0,Marketing Executive,Junior Executive,1.0,SGD,2500.0,3500.0
570268,1,38472.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
574488,1,23992.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
574498,1,924.0,Marketing Executive,Junior Executive,2.0,SGD,3400.0,4500.0
574501,1,98850.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4200.0
574523,1,16162.0,Marketing Executive,Junior Executive,1.0,SGD,2500.0,3500.0
576316,1,1709.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
582447,1,1050.0,Marketing Executive,Entry Level,2.0,SGD,2800.0,3500.0
582852,1,141851.0,Marketing Executive,Junior Executive,2.0,SGD,2500.0,3500.0
589497,1,110658.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,5000.0
589507,1,15044.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4000.0
589529,1,16784.0,Marketing Executive,Junior Executive,2.0,SGD,2500.0,4000.0
590976,1,142704.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,3800.0
594265,1,669.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4000.0
594271,1,12091.0,Marketing Executive,Entry Level,2.0,SGD,2000.0,2500.0
595583,1,39278.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
597377,1,44155.0,Marketing Executive,Junior Executive,2.0,SGD,3300.0,4000.0
597689,1,143438.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
597777,1,143446.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
601783,1,924.0,Marketing Executive,Junior Executive,2.0,SGD,3400.0,4500.0
604031,1,28.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4000.0
605402,1,61206.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
608052,1,108069.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
608839,1,76774.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
611745,1,22067.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
618519,1,12836.0,Marketing Executive,Senior Executive,5.0,SGD,2800.0,3500.0
619730,1,46539.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
623241,1,16298.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
628169,1,1620.0,Marketing Executive,Junior Executive,1.0,SGD,2000.0,3500.0
631309,1,16433.0,Marketing Executive,Senior Executive,1.0,SGD,2800.0,4000.0
631325,1,15233.0,Marketing Executive,Junior Executive,2.0,SGD,2400.0,3200.0
631332,1,12441.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
632858,1,120410.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
639348,1,12801.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
650051,1,70972.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
650162,1,38857.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
650267,1,24394.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
654424,1,12715.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
657226,1,973.0,Marketing Executive,Entry Level,2.0,SGD,2800.0,3500.0
660058,1,38824.0,Marketing Executive,Junior Executive,1.0,SGD,2400.0,2900.0
662724,1,28.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4000.0
662747,1,15266.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
662749,1,1942.0,Marketing Executive,Senior Executive,2.0,SGD,2800.0,3500.0
662943,1,12232.0,Marketing Executive,Junior Executive,1.0,SGD,3000.0,3500.0
664332,1,664.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
667384,1,51738.0,Marketing Executive,Junior Executive,3.0,SGD,2800.0,3500.0
667517,1,1553.0,Marketing Executive,Junior Executive,1.0,SGD,2500.0,4000.0
667529,1,1409.0,Marketing Executive,Junior Executive,1.0,SGD,2500.0,3500.0
667536,1,16162.0,Marketing Executive,Junior Executive,1.0,SGD,3000.0,4000.0
667544,1,47447.0,Marketing Executive,Junior Executive,2.0,SGD,3400.0,4500.0
667545,1,24082.0,Marketing Executive,Junior Executive,2.0,SGD,2500.0,3500.0
673510,1,77742.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3600.0
679569,1,2119.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
681767,1,14667.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
684044,1,28.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4000.0
686883,1,154890.0,Marketing Executive,Junior Executive,1.0,SGD,2600.0,3300.0
686895,1,13903.0,Marketing Executive,Entry Level,2.0,SGD,2800.0,3500.0
687176,1,135538.0,Marketing Executive,Junior Executive,1.0,SGD,2300.0,3450.0
691453,1,21265.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
697350,1,76550.0,Marketing Executive,Junior Executive,1.0,SGD,2600.0,3000.0
697352,1,1405.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
697403,1,41022.0,Marketing Executive,Senior Executive,2.0,SGD,2600.0,3000.0
700486,1,12760.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4500.0
702706,1,28.0,Marketing Executive,Junior Executive,2.0,SGD,3250.0,4300.0
702764,1,67174.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
705647,1,37960.0,Marketing Executive,Junior Executive,3.0,SGD,2800.0,3500.0
712864,1,16610.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
713089,1,13263.0,Marketing Executive,Junior Executive,1.0,SGD,3000.0,3500.0
715761,1,16298.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
720756,1,973.0,Marketing Executive,Entry Level,2.0,SGD,2800.0,3500.0
720757,1,12416.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3200.0
730513,1,15720.0,Marketing Executive,Junior Executive,2.0,SGD,2600.0,3200.0
735122,1,28.0,Marketing Executive,Junior Executive,2.0,SGD,3250.0,4300.0
743450,1,162569.0,Marketing Executive,Senior Executive,2.0,SGD,2000.0,4000.0
746494,1,17762.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4000.0
746499,1,156835.0,Marketing Executive,Junior Executive,2.0,SGD,2500.0,3200.0
746726,1,39544.0,Marketing Executive,Junior Executive,1.0,SGD,2500.0,3000.0
747874,1,12876.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4000.0
756990,1,24657.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,4000.0
756994,1,164334.0,Marketing Executive,Entry Level,1.0,SGD,2800.0,3500.0
758743,1,976.0,Marketing Executive,Junior Executive,1.0,SGD,3500.0,5000.0
759758,1,815.0,Marketing Executive,Junior Executive,2.0,SGD,3300.0,3800.0
759759,1,12850.0,Marketing Executive,Junior Executive,2.0,SGD,3500.0,4000.0
762243,1,165014.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
765057,1,12801.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
766556,1,22674.0,Marketing Executive,Junior Executive,3.0,SGD,2800.0,3500.0
795525,1,173486.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
795629,1,72418.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
798417,1,15523.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,4000.0
801387,1,13609.0,Marketing Executive,Senior Executive,2.0,SGD,3000.0,4000.0
801394,1,174080.0,Marketing Executive,Senior Executive,5.0,SGD,2800.0,3500.0
801453,1,1656.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
801607,1,12114.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3900.0
802023,1,141854.0,Marketing Executive,Entry Level,2.0,SGD,3000.0,3600.0
802173,1,174220.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
802604,1,120106.0,Marketing Executive,Junior Executive,3.0,SGD,2800.0,3500.0
802620,1,28001.0,Marketing Executive,Senior Executive,5.0,SGD,2800.0,3500.0
806799,1,2644.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,3500.0
806808,1,2023.0,Marketing Executive,Junior Executive,1.0,SGD,2500.0,3200.0
806925,1,12441.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
806926,1,65537.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4000.0
831607,1,2584.0,Marketing Executive,Senior Executive,2.0,SGD,2800.0,3500.0
840423,1,178160.0,Marketing Executive,Entry Level,1.0,SGD,2500.0,2800.0
840796,1,44635.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
841042,1,48240.0,Marketing Executive,Entry Level,2.0,SGD,3000.0,4000.0
841221,1,60473.0,Marketing Executive,Senior Executive,3.0,SGD,3500.0,4900.0
842150,1,25876.0,Marketing Executive,Junior Executive,3.0,SGD,2800.0,3500.0
842561,1,16451.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
842588,1,14676.0,Marketing Executive,Junior Executive,2.0,SGD,2200.0,2500.0
844104,1,15266.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
844131,1,154232.0,Marketing Executive,Junior Executive,1.0,SGD,2900.0,4000.0
844140,1,38504.0,Marketing Executive,Junior Executive,1.0,SGD,3000.0,3300.0
844203,1,60959.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3400.0
844209,1,14989.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3200.0
844453,1,179089.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
844457,1,1311.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
847352,1,1680.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
848009,1,13843.0,Marketing Executive,Senior Executive,3.0,SGD,2800.0,3500.0
848033,1,1629.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
888296,1,41022.0,Marketing Executive,Senior Executive,2.0,SGD,2600.0,3000.0
890642,1,13903.0,Marketing Executive,Entry Level,2.0,SGD,2800.0,3500.0
890652,1,27981.0,Marketing Executive,Junior Executive,1.0,SGD,3000.0,3200.0
890747,1,193134.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
891139,1,161602.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
892579,1,193426.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
892702,1,15507.0,Marketing Executive,Entry Level,2.0,SGD,1700.0,2300.0
892761,1,193469.0,Marketing Executive,Junior Executive,1.0,SGD,2200.0,2900.0
892864,1,22842.0,Marketing Executive,Entry Level,1.0,SGD,2500.0,3500.0
892866,1,193489.0,Marketing Executive,Entry Level,1.0,SGD,1800.0,2500.0
944469,1,1983.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
953523,1,1282.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3600.0
954969,1,13609.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4000.0
956988,1,924.0,Marketing Executive,Junior Executive,3.0,SGD,3400.0,4500.0
958195,1,14913.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
958205,1,12416.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3200.0
958362,1,150926.0,Marketing Executive,Entry Level,2.0,SGD,2800.0,4000.0
959012,1,60894.0,Marketing Executive,Junior Executive,1.0,SGD,3000.0,4000.0
961416,1,674.0,Marketing Executive,Manager,1.0,SGD,2800.0,3500.0
997005,1,16891.0,Marketing Executive,Junior Executive,3.0,SGD,2500.0,3500.0
1002874,1,12262.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1010459,1,180003.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1019260,1,869.0,Marketing Executive,Junior Executive,1.0,SGD,2000.0,2800.0
1020233,1,973.0,Marketing Executive,Entry Level,2.0,SGD,2800.0,3500.0
1021459,1,14584.0,Marketing Executive,Junior Executive,3.0,SGD,2800.0,3500.0
1027211,1,14978.0,Marketing Executive,Senior Executive,3.0,SGD,2800.0,3500.0
1027417,1,14671.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1027677,1,206115.0,Marketing Executive,Junior Executive,3.0,SGD,2800.0,3500.0
1041765,1,40005.0,Marketing Executive,Entry Level,2.0,SGD,2800.0,3500.0
1049849,1,22047.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1055481,1,15195.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4200.0
1055607,1,2203.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4000.0
1057691,1,46539.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1061196,1,12724.0,Marketing Executive,Junior Executive,1.0,SGD,2900.0,3400.0
1063942,1,1280.0,Marketing Executive,Senior Executive,1.0,SGD,2600.0,5200.0
1063943,1,921.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3200.0
1064014,1,12232.0,Marketing Executive,Junior Executive,1.0,SGD,3000.0,3500.0
1064174,1,16453.0,Marketing Executive,Junior Executive,4.0,SGD,2600.0,3300.0
1065930,1,21.0,Marketing Executive,Junior Executive,1.0,SGD,3000.0,4000.0
1066270,1,207886.0,Marketing Executive,Junior Executive,5.0,SGD,2800.0,3500.0
1066351,1,12091.0,Marketing Executive,Entry Level,2.0,SGD,2800.0,3500.0
1066446,1,16610.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1066739,1,197.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1067461,1,1045.0,Marketing Executive,Senior Executive,1.0,SGD,2800.0,3500.0
1067467,1,1735.0,Marketing Executive,Senior Executive,3.0,SGD,2900.0,3500.0
1067485,1,17950.0,Marketing Executive,Junior Executive,3.0,SGD,2600.0,3000.0
1067563,1,106833.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1067830,1,123298.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1086628,1,12900.0,Marketing Executive,Non-Executive,3.0,SGD,4000.0,5000.0
1087492,1,197.0,Marketing Executive,Junior Executive,1.0,SGD,3000.0,3500.0
1087519,1,197.0,Marketing Executive,Junior Executive,1.0,SGD,2500.0,3500.0
1087777,1,208752.0,Marketing Executive,Junior Executive,1.0,SGD,2200.0,3000.0
1090192,1,12035.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1090793,1,208888.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1091313,1,65831.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1091919,1,165383.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1092034,1,208932.0,Marketing Executive,Junior Executive,3.0,SGD,2800.0,3500.0
1092260,1,164335.0,Marketing Executive,Entry Level,2.0,SGD,2800.0,3500.0
1092435,1,146005.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1093143,1,208969.0,Marketing Executive,Junior Executive,1.0,SGD,2500.0,3000.0
1093654,1,97938.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1093668,1,976.0,Marketing Executive,Junior Executive,1.0,SGD,3500.0,5000.0
1093978,1,208999.0,Marketing Executive,Senior Executive,1.0,SGD,3000.0,6000.0
1094048,1,64713.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4200.0
1094071,1,51738.0,Marketing Executive,Junior Executive,3.0,SGD,2800.0,3500.0
1191009,1,202605.0,Marketing Executive,Junior Executive,2.0,SGD,3600.0,5600.0
1196311,1,212887.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1235924,1,14584.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3900.0
1236618,1,151564.0,Marketing Executive,Senior Executive,1.0,SGD,2800.0,3500.0
1245798,1,135587.0,Marketing Executive,Senior Executive,5.0,SGD,2800.0,3500.0
1246000,1,219160.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1258560,1,118988.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1260013,1,46768.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1260823,1,887.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3800.0
1260843,1,19208.0,Marketing Executive,Senior Executive,2.0,SGD,3300.0,3800.0
1261291,1,672.0,Marketing Executive,Junior Executive,1.0,SGD,3300.0,3800.0
1261480,1,1331.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1261692,1,12988.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1262788,1,21.0,Marketing Executive,Senior Executive,3.0,SGD,3000.0,3500.0
1264416,1,156079.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,5000.0
1264638,1,25876.0,Marketing Executive,Junior Executive,3.0,SGD,2800.0,3500.0
1264953,1,12801.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1265034,1,44798.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1265164,1,60501.0,Marketing Executive,Junior Executive,2.0,SGD,2600.0,3500.0
1270398,1,38896.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1271529,1,172.0,Marketing Executive,Senior Executive,2.0,SGD,3500.0,4700.0
1271649,1,973.0,Marketing Executive,Junior Executive,2.0,SGD,2500.0,3500.0
1272027,1,1409.0,Marketing Executive,Junior Executive,1.0,SGD,3100.0,4000.0
1272055,1,2159.0,Marketing Executive,Entry Level,2.0,SGD,2700.0,3000.0
1291338,1,65219.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1295971,1,29141.0,Marketing Executive,Junior Executive,3.0,SGD,2900.0,3400.0
1296207,1,224234.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1296291,1,26633.0,Marketing Executive,Junior Executive,2.0,SGD,2500.0,3500.0
1296837,1,224172.0,Marketing Executive,Senior Executive,3.0,SGD,3000.0,4000.0
1297105,1,165622.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1297268,1,12826.0,Marketing Executive,Junior Executive,3.0,SGD,2800.0,3500.0
1297340,1,12441.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1308473,1,1429.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1308482,1,225460.0,Marketing Executive,Senior Executive,2.0,SGD,3000.0,3600.0
1308717,1,868.0,Marketing Executive,Entry Level,1.0,SGD,3000.0,3500.0
1308823,1,225670.0,Marketing Executive,Senior Executive,4.0,SGD,2500.0,3500.0
1328016,1,13549.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1329153,1,834.0,Marketing Executive,Junior Executive,1.0,SGD,2500.0,3800.0
1329399,1,12876.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4000.0
1329786,1,1045.0,Marketing Executive,Senior Executive,1.0,SGD,2800.0,3500.0
1330382,1,16451.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1330518,1,78364.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1330942,1,228344.0,Marketing Executive,Junior Executive,5.0,SGD,2800.0,3500.0
1358939,1,46981.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1367435,1,12035.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1367781,1,165622.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1368041,1,697.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3300.0
1368130,1,12750.0,Marketing Executive,Junior Executive,1.0,SGD,3300.0,3500.0
1368219,1,28906.0,Marketing Executive,Junior Executive,2.0,SGD,2400.0,2800.0
1368330,1,869.0,Marketing Executive,Junior Executive,1.0,SGD,2500.0,3000.0
1368357,1,16891.0,Marketing Executive,Junior Executive,3.0,SGD,2500.0,3500.0
1368376,1,1983.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4000.0
1421673,1,1280.0,Marketing Executive,Senior Executive,2.0,SGD,2800.0,5600.0
1422642,1,241926.0,Marketing Executive,Junior Executive,2.0,SGD,2600.0,3500.0
1424245,1,208801.0,Marketing Executive,Senior Executive,3.0,SGD,3500.0,5000.0
1425698,1,163.0,Marketing Executive,Entry Level,2.0,SGD,2500.0,3200.0
1494061,1,248207.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1495169,1,61154.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1495835,1,248236.0,Marketing Executive,Entry Level,2.0,SGD,2800.0,3500.0
1531765,1,1429.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1532486,1,156079.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,5000.0
1532694,1,59920.0,Marketing Executive,Junior Executive,2.0,SGD,2500.0,4500.0
1534736,1,1509.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1536504,1,1331.0,Marketing Executive,Junior Executive,2.0,SGD,2500.0,3200.0
1537128,1,973.0,Marketing Executive,Senior Executive,2.0,SGD,3200.0,4600.0
1540677,1,254882.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3800.0
1540988,1,26988.0,Marketing Executive,Junior Executive,2.0,SGD,2500.0,3000.0
1544815,1,67205.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3500.0
1545257,1,48208.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1546653,1,58721.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1572862,1,147686.0,Marketing Executive,Junior Executive,3.0,SGD,3000.0,3500.0
1573158,1,38813.0,Marketing Executive,Non-Executive,2.0,SGD,1800.0,2300.0
1574392,1,49927.0,Marketing Executive,Senior Executive,3.0,SGD,2800.0,3500.0
1574529,1,257827.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1575404,1,150926.0,Marketing Executive,Entry Level,2.0,SGD,2800.0,4000.0
1576574,1,40076.0,Marketing Executive,Junior Executive,2.0,SGD,3500.0,4500.0
1577831,1,1729.0,Marketing Executive,Junior Executive,1.0,SGD,2500.0,3500.0
1580782,1,13609.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,4000.0
1580878,1,221034.0,Marketing Executive,Junior Executive,1.0,SGD,2000.0,2500.0
1581114,1,1680.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1581222,1,24871.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1582394,1,258317.0,Marketing Executive,Junior Executive,1.0,SGD,2000.0,2800.0
1583298,1,150751.0,Marketing Executive,Senior Executive,5.0,SGD,3200.0,3500.0
1584108,1,2584.0,Marketing Executive,Senior Executive,2.0,SGD,2800.0,3500.0
1584482,1,2678.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,3600.0
1584593,1,13009.0,Marketing Executive,Junior Executive,2.0,SGD,3500.0,4400.0
1584670,1,12535.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3800.0
1584807,1,26290.0,Marketing Executive,Junior Executive,1.0,SGD,2800.0,3500.0
1585138,1,2086.0,Marketing Executive,Junior Executive,2.0,SGD,2800.0,3300.0
1586314,1,14978.0,Marketing Executive,Senior Executive,3.0,SGD,2800.0,3500.0
1586877,1,224404.0,Marketing Executive,Entry Level,2.0,SGD,3000.0,3200.0
1586935,1,22072.0,Marketing Executive,Junior Executive,3.0,SGD,2900.0,3400.0
1588041,1,258565.0,Marketing Executive,Junior Executive,2.0,SGD,3000.0,3500.0
1590885,1,976.0,Marketing Executive,Junior Executive,1.0,SGD,3500.0,5000.0
1591203,1,2137.0,Marketing Executive,Entry Level,2.0,SGD,3100.0,4340.0
1591205,1,160.0,Marketing Executive,Junior Executive,1.0,SGD,3500.0,4200.0
